CUSTOMER_TYPE_CD,OWNER_CLASS_CD,OWNER_SUB_CLASS_CD,GENDER_CD,OCCUPATION_CD,EDUCATION_CD,ETHNIC_ROLLUP_CD,LANGUAGE_SPOKEN_CD,ORIGIN_COUNTRY_CD,PERSONICX_CLUSTER_CD,PERSONICX_DIGITAL_CD,PERSONICX_HISPANIC_CLUSTER_CD,AGE,RELIGION_CD,ETHNIC_CD,LAST_PURCHASE_DATE,IS_COMM_SUPPRESSED,IS_ACX_DECEASED,IS_SSA_DECEASED,IS_PRISON,IS_HOMEOWNER,IS_MAIL_BUYER,IS_MAIL_RESPONDER,IS_REA,IS_MILITARY_PERSONNEL,IS_DELETED,BRAND_CD,VEHICLE_TYPE_CD,PREOWNED_TYPE_CD,TELEMATICS_ROLE_CD,INITIAL_SOURCE_ID,PAYMENT_TYPE_CD,HCA_CONTRACT_MATURITY_DATE,INSURANCE_PRODUCT,REGISTRATION_CONFIRM_CD,DISPOSAL_CD,SERVICE_ASSIGNED_DEALER_CD,SELLING_DEALER_CD,LAST_SERVICE_DEALER_CD,ACTIVE_SERVICE_EFF_DATE,IS_CURRENTLY_OWNED,IS_OWNER_ROLE,IS_DRIVER_ROLE,IS_SERVICER_ROLE,IS_HCA_CONTRACT,IS_ACTIVE_SERVICE_CUSTOMER,IS_NAME_SPLIT_OWNER,MODEL_YEAR,MODEL_SHORT_NAME,SERIES_NAME,DOOR_NAME,TRIM_NAME,TRANSMISSION_NAME,DRIVETRAIN_NAME,ENGINE_TYPE_NAME,EMISSION_CD,EMISSION_NAME,REMOTE_START_PARKING_ASSIST_CD,NEAR_FIELD_COMMUNICATION_FLG,COLOR_CD,INTERIOR_COLOR_CD,EXTERIOR_COLOR_CD,SPEC_NATION_CD,ACCESSORY_GROUP_CD,INTERIOR_COLOR_NAME,EXTERIOR_COLOR_NAME,EXTERIOR_COLOR_SHORT_NAME,INTERIOR_COLOR_SHORT_NAME,MANUF_INTERIOR_COLOR_CD,MANUF_EXTERIOR_COLOR_CD,GENERIC_COLOR_NAME,DETAIL_COLOR_NAME,SEAT_COLOR_NAME,VIN_WORLD_MANUF_CD,VIN_SERIES_CD,VIN_BODY_STYLE_CD,VIN_TRIM_LEVEL_CD,VIN_RESTRAINT_SYSTEM_CD,VIN_ENGINE_SIZE_CD,VIN_CHECK_DIGIT_NUM,VIN_MODEL_YEAR,VIN_MANUF_PLANT_CD,VIN_SERIAL_NUM,TELEMATICS_GEN_CD,CURRENT_BRANDED_CD,CITY_MPG_RATING,HIWY_MPG_RATING,EPA_EST_CITY_FROM_MPG_RATING,EPA_EST_CITY_TO_MPG_RATING,EPA_EST_HIWY_FROM_MPG_RATING,EPA_EST_HIWY_TO_MPG_RATING,EPA_EST_AVERAGE_MPG_RATING,HEAD_UNIT_TYPE_CD,ATX_PROVIDED_MEID,PROVISIONED_DATE,PROVISIONED_STATUS_CD,DESTINATION_MARKET_CD,SERVER_STATUS_CD,GENERATION_TYPE_CD,NADID,LKAS_LDWS_DIAGNOSIS_CD,FATC_AVAILABLE_CD,DEVICE_MODEL_TYPE_CD,CAR_TYPE1_CD,CAR_TYPE2_CD,CAR_TYPE3_CD,TIRE_MOBILE_KIT_FLG,OWNER_SUCCESSION_NUM,IS_METALLIC,IS_SMART_KEY,IS_EPB,IS_SCC,IS_ECS,IS_AUTO_PARK_SUPP_SYSTEM,IS_BLUELINK_AVAILABLE,MODEL_PLANT_CD,MODEL_SERIES_CD,MODEL_FAMILY_CD,MODEL_DOOR_CD,MODEL_TRIM_CD,MODEL_TRANSMISSION_CD,MODEL_DRIVETRAIN_CD,MODEL_ENGINE_TYPE_CD,MODEL_EMISSION_CD,MODEL_PRICE_CD,MODEL_GROUP_CD,ENGINE_LITRE_SPEC_NAME,ENGINE_SIZE_CC_NAME,CYLINDER_NUM,GROSS_WEIGHT,VEHICLE_SHIPPING_WEIGHT,HORSEPOWER,SERIES_DESC,SERIES_SHORT_DESC,DOOR_DESC,TRIM_DESC,TRANS_DESC,MODEL_SHORT_DESC,MODEL_GROUP_DESC,VEHICLE_TYPE_DESC,HIGHWAY_MPG_RATING,EPA_EST_HWY_FROM_MPG_RATING,EPA_EST_HWY_TO_MPG_RATING,EPA_EST_AVG_MPG_RATING,New_purchase_date,New_Disposal_date,vehicle_class,Purchase_year,Disposal_year,pos_of_vars,hynd_gla,flag,HYUNDAI,GLA,customer_type,upgrd_customer_class,second_customer_class,PREFIX,FIRST_NAME,MIDDLE_NAME,LAST_NAME,SUFFIX,EMAIL_ADDRESS,ADDRESS_1,ADDRESS_2,STATE,LATITUDE,PERSONICX_LEVEL_CD,PREFERRED_CHANNEL_CD,REFINE_PREMIER_CD,REFINE_RECORD_TYPE_CD,BUYING_CHANNEL_INTERNET_SCORE,BUYING_CHANNEL_MAIL_SCORE,MEDIA_CHANNEL_CELL_PHONE_SCORE,MEDIA_CHANNEL_DAYTIME_TV_SCORE,MEDIA_CHANNEL_INTERNET_SCORE,HEAVY_TWITTER_USAGE_SCORE,MOBILE_SOCIAL_NETWORKER_SCORE,HEAVY_FACEBOOK_USAGE_SCORE,LIKELY_POST_RESPONDER_SCORE,DSF_CD,IS_DECEASED,IS_DATA_WARNING,IS_NO_MAIL_SUPPRESS,IS_EMAIL_OPT_OUT,IS_PHONE_OPT_OUT,IS_FTC_DNC,IS_SAG_DNC,IS_SAG_DMA_DNC,IS_WIRELESS,IS_ADDRESS_OPT_OUT,IS_EMAIL_SUBSCRIBED,IS_POSTAL_SUBSCRIBED,IS_TEXT_SUBSCRIBED,IS_PHONE_SUBSCRIBED,IS_CATEGORY_OWNERS,IS_CATEGORY_PRODUCTS,IS_CATEGORY_SPECIAL_EVENT,IS_CATEGORY_NEWS,IS_CATEGORY_SURVEYS,IS_CATEGORY_UNSUBSCRIBED,HOUSEHOLD_OWNER_CLASS_CD,HOUSEHOLD_PERSONICX_CLUST_CD,HOUSEHOLD_PERSONICX_DIGITAL_CD,PERSONICX_CATEGORY_CD,AGE_RANGE_DESC,MARITAL_STATUS_DESC,HOME_OWNERSHIP_DESC,POPULATION_DENSITY_DESC,INCOME_CATEGORY_DESC,SURECRITIC_Max_Score,SURECRITIC_Avg_Score,SURECRITIC_count_score,ENPRECIS_Min_Score,ENPRECIS_Max_Score,ENPRECIS_Avg_Score,ENPRECIS_count_score
I,OWNER,FIRST_TIME,M,1,1,K,1,0,17,81,,52,P,1,,0,0,0,0,1,1,1,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1990,4DR SNTA 5SP,SONATA 4DR SEDAN,SEDAN,BASE,MANUAL,FRONT WHEEL DRIVE,4-CYL.,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,ANAU,AU,AN,B28AB,16,GRAY,STEEL GRAY METALLIC,GRAY,GRAY,AU,AN,GRAY,0,GRAY,2HM,B,F,2,2,S,5,L,B,9893,,,21,28,17,25,23,33,23,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,2,3,F,4,5,X,2001,1990 SONATA 2.4 LITER,,4,3900,2717,116,SONATA 4DR SEDAN,SONATA,SEDAN,BASE,MANUAL,4DR SNTA 5SP,SONATA,GAS OR HYBRID,28,23,33,23,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,IA,,3,,M,C,,,,,,,,,,1,0,0,0,0,,,,,,0,1,1,0,1,1,1,1,1,1,0,OWNER,17,81,,46 -65,MARRIED,OWNER,CITY AND SURROUNDS,UPPER MIDDLE,,,,,,,
I,OWNER,FIRST_TIME,M,5,1,K,1,0,64,481,,70,P,1,,0,0,1,0,0,1,1,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1991,4DR SNTA A,SONATA 4DR SEDAN,SEDAN,BASE,AUTO,FRONT WHEEL DRIVE,4-CYL.,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,TJDT,DT,TJ,B28AB,3,BLUE,DEEP BLUE PEARL,BLUE,BLUE,DT,TJ,BLUE,0,BLUE,2HM,B,F,2,2,S,6,M,B,51085,,,21,26,17,25,22,30,23,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,2,2,F,4,5,X,2001,1991 SONATA 2.4 LITER,,4,3900,2739,116,SONATA 4DR SEDAN,SONATA,SEDAN,BASE,AUTO,4DR SNTA A,SONATA,GAS OR HYBRID,26,22,30,23,04-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,,#,#,ME,,3,,M,C,,,,,,,,,,1,0,0,0,,,,,,,0,1,1,0,1,0,0,0,0,0,1,OWNER,64,481,,OVER 66,SINGLE,OWNER / RENTER,RURAL,LOW,,,,,,,
I,OWNER,FIRST_TIME,M,2,1,A,1,0,62,431,,66,P,E1,,0,0,0,0,0,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1990,4DR SNTA A,SONATA 4DR SEDAN,SEDAN,BASE,AUTO,FRONT WHEEL DRIVE,4-CYL.,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,SSAU,AU,SS,B28AB,3,GRAY,SILVER MIST METALLIC,SILVER,GRAY,AU,SS,SILVER,0,GRAY,2HM,B,F,2,2,S,8,L,B,20841,,,21,26,17,25,21,29,22,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,2,2,F,4,5,X,2001,1990 SONATA 2.4 LITER,,4,3900,2739,116,SONATA 4DR SEDAN,SONATA,SEDAN,BASE,AUTO,4DR SNTA A,SONATA,GAS OR HYBRID,26,21,29,22,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,MO,,3,,M,C,,,,,,,,,,1,0,0,0,0,,,,,,0,1,1,0,1,1,1,1,1,1,0,OWNER,62,431,,30 - 45,SINGLE / MARRIED,RENTER,CITY AND SURROUNDS,LOW,,,,,,,
I,OWNER,FIRST_TIME,F,4,1,L,1,0,10,121,,48,C,40,,0,0,0,0,1,1,1,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1991,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,NDDT,DT,ND,B28AB,3,BLUE,STRATOS BLUE METALLIC,BLUE,BLUE,DT,ND,BLUE,0,BLUE,2HM,B,F,2,2,T,0,M,B,34680,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1991 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,WA,,3,,F,C,,,,,,,,,,1,0,0,0,,,,,,,0,1,1,0,1,0,0,0,0,0,1,OWNER,10,121,,30 - 45,SINGLE,OWNER,SUBURBS AND TOWNS,AFFLUENT,,,,,,,
I,OWNER,FIRST_TIME,,,,N,53,0,29,,,,B,53,,0,0,0,0,0,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1991,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,TCFD,FD,TC,B28AB,3,BEIGE,GARNET RED PEARL,RED,BEIGE,FD,TC,RED,0,BEIGE,2HM,B,F,2,2,T,3,M,B,42546,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1991 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,,#,#,NY,,G,,,C,,,,,,,,,,,0,0,0,,,,,,,0,1,1,0,1,0,0,0,0,0,1,OWNER,29,,,36 - 45,SINGLE,OWNER / RENTER,DOWNTOWN METRO,UPPER MIDDLE,,,,,,,
I,PREVIOUS OWNER,,M,2,,L,1,0,60,393,,58,O,30,,0,0,0,0,0,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,F,H,,,,,0,1,0,0,0,0,0,1993,4DR  SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,Y,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,KFFD,FD,KF,B28AB,AF,BEIGE,TROPICAL GREEN,GREEN,BEIGE,FD,KF,GREEN,0,BEIGE,2HM,B,F,2,2,T,3,P,B,96188,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1993 SONATA 3.0 LITER,,6,3988,2887,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR  SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,26-Feb-13,HYUNDAI,2019,2013,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,OR,,3,,M,C,,,,,,,,,,1,0,0,0,1,,,,,,0,0,1,0,1,0,0,0,0,0,1,PREVIOUS OWNER,60,393,,30 - 55,SINGLE,RENTER,RURAL,LOW MIDDLE,,,,,,,
I,OWNER,FIRST_TIME,F,7,1,K,1,0,28,311,,56,C,15,,0,0,0,0,1,1,1,0,1,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1990,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,SWFD,FD,SW,B28AB,16,BEIGE,SUPER WHITE,WHITE,BEIGE,FD,SW,WHITE,0,BEIGE,2HM,B,F,2,2,T,5,L,B,25424,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1990 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,NJ,,3,,F,C,,,,,,,,,,1,0,0,0,0,,,,,,0,1,1,0,1,1,1,1,1,1,0,OWNER,28,311,,OVER 76,SINGLE / MARRIED,OWNER,CITY AND SURROUNDS,UPPER MIDDLE,,,,,,,
I,OWNER,FIRST_TIME,M,2,2,L,1,0,5,111,,50,C,13,,0,0,0,0,1,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,107,,,,K,,,,,,1,1,0,0,0,0,0,1991,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,TGAQ,AQ,TG,B28AB,3,GRAY,DEEP RED PEARL,RED,GRAY,AQ,TG,RED,0,GRAY,2HM,B,F,2,2,T,5,M,B,40278,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1991 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,06-Jan-14,,HYUNDAI,2014,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,,#,#,PA,39.920466,3,,M,C,,,,,,,,,,1,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,1,OWNER,5,111,,46 - 55,MARRIED,OWNER,SUBURBS AND TOWNS,WEALTHY,,,,,,,
I,OWNER,FIRST_TIME,,,,N,1,0,22,,,,B,53,,0,0,0,0,0,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,NY077,,,,1,1,0,0,0,0,0,1990,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,TEFD,FD,TE,B28AB,23,BEIGE,BUCKSKIN BEIGE METALLIC,BEIGE,BEIGE,FD,TE,BEIGE,0,BEIGE,2HM,B,F,2,2,T,6,L,B,23455,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1990 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,,#,#,NY,,G,,,C,,,,,,,,,,,0,0,0,,,,,,,0,1,1,0,1,0,0,0,0,0,1,OWNER,22,,,46 - 55,MARRIED,OWNER,SUBURBS AND TOWNS,UPPER MIDDLE,,,,,,,
I,OWNER,FIRST_TIME,,,,A,1,0,52,413,,,P,E3,,0,0,0,0,0,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,107,,,,K,,,,,,1,1,0,0,0,0,0,1993,4DR  SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,PVAQ,AQ,PV,B28AB,3,GRAY,CATALINA BLUE METALLIC,BLUE,GRAY,AQ,PV,BLUE,0,GRAY,2HM,B,F,2,2,T,6,P,B,80776,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1993 SONATA 3.0 LITER,,6,3988,2887,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR  SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,25-Nov-14,,HYUNDAI,2014,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,,#,#,AL,,3,,,C,,,,,,,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWNER,52,413,,36 - 45,SINGLE,RENTER,CITY AND SURROUNDS,LOW MIDDLE,,,,,,,
I,PROSPECT,LEAD,M,,,A,1,0,70,363,,40,P,E2,,0,0,0,0,0,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,107,,,,K,,AL031,,,,0,0,0,0,0,0,0,1993,4DR  SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,PVAQ,AQ,PV,B28AB,3,GRAY,CATALINA BLUE METALLIC,BLUE,GRAY,AQ,PV,BLUE,0,GRAY,2HM,B,F,2,2,T,6,P,B,80776,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1993 SONATA 3.0 LITER,,6,3988,2887,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR  SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,25-Nov-14,,HYUNDAI,2014,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,AL,,,,,C,,,,,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,PROSPECT,,,,36 - 45,SINGLE / MARRIED,RENTER,CITY AND SURROUNDS,LOWEST,,,,,,,
I,OWNER,FIRST_TIME,M,1,1,K,1,0,38,311,,64,C,15,,0,0,0,0,1,1,1,0,1,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1991,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,HJAQ,AQ,HJ,B28AB,3,GRAY,STORM GRAY METALLIC,GRAY,GRAY,AQ,HJ,GRAY,0,GRAY,2HM,B,F,2,2,T,8,M,B,40257,,L,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1991 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,,#,#,WI,,3,,M,C,,,,,,,,,,1,0,0,0,,,,,,,0,1,1,0,1,1,1,1,1,1,0,OWNER,38,311,,46 - 65,MARRIED,OWNER,CITY AND SURROUNDS,LOW MIDDLE,,,,,,,
I,OWNER,FIRST_TIME,M,5,,K,1,0,38,223,,58,C,15,,0,0,0,0,1,1,1,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,,,,,1,1,0,0,0,0,0,1992,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,RSEH,EH,RS,B28AB,51,CABERNET,WINE RED PEARL,RED,CABERNET,EH,RS,RED,0,CABERNET,2HM,B,F,2,2,T,8,N,B,60476,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1992 SONATA 3.0 LITER,,6,3907,2968,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,IN,,3,,M,C,,,,,,,,,,1,0,0,0,0,,,,,,0,1,1,0,1,1,1,1,1,1,0,OWNER,38,223,,46 - 65,MARRIED,OWNER,CITY AND SURROUNDS,LOW MIDDLE,,,,,,,
I,OWNER,FIRST_TIME,M,,2,A,1,0,29,71,,32,P,E4,,0,0,0,0,0,1,1,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,A,,CA341,,,,1,1,0,0,0,0,0,1991,4DR SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,SSAQ,AQ,SS,B28AB,3,GRAY,SILVER MIST METALLIC,SILVER,GRAY,AQ,SS,SILVER,0,GRAY,2HM,B,F,2,2,T,9,M,B,39506,,H,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1991 SONATA 3.0 LITER,,6,3938,2834,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,CA,,3,,M,C,,,,,,,,,,1,0,0,0,0,,,,,,0,1,1,0,1,1,1,1,1,1,0,OWNER,29,71,,36 - 45,SINGLE,OWNER / RENTER,DOWNTOWN METRO,UPPER MIDDLE,,,,,,,
I,OWNER,MULTI,F,6,1,K,1,0,62,391,291,50,P,1,18DEC2012:00:00:00,0,0,0,0,1,0,0,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,N,,,,,,1,1,0,0,0,0,0,1993,4DR  SV-6 A,SONATA 4DR SEDAN,SEDAN,GL V6,AUTO,FRONT WHEEL DRIVE,V6,Y,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,KFFD,FD,KF,B28AB,AC,BEIGE,TROPICAL GREEN,GREEN,BEIGE,FD,KF,GREEN,0,BEIGE,2HM,B,F,2,2,T,X,P,B,88220,,,18,24,15,21,20,28,20,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,3,2,F,6,5,X,2001,1993 SONATA 3.0 LITER,,6,3988,2887,142,SONATA 4DR SEDAN,SONATA,SEDAN,GL V6,AUTO,4DR  SV-6 A,SONATA,GAS OR HYBRID,24,20,28,20,03-Jun-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,CA,,3,,F,C,,,,,,,,,,1,0,0,0,,,,,,,0,1,1,0,0,0,0,0,0,0,1,OWNER,38,441,,30 - 45,SINGLE / MARRIED,RENTER,CITY AND SURROUNDS,LOW,,,,,,,
I,OWNER,FIRST_TIME,F,1,1,O,1,7,64,411,451,38,C,20,,0,0,0,0,0,1,1,0,,0,H,PRE-OWNED,OTHER PRE-OWNED,,105,,,,K,,NC070,,,,1,1,0,0,0,0,0,1993,4DR  GLS  A,SONATA GLS 4DR SEDAN,SEDAN,GLS,AUTO,FRONT WHEEL DRIVE,4-CYL.,N,THIS VEHICLE IS CERTIFIED TO MEET EMISSION REQUIREMENTS IN ALL 50 STATES,,,EBAQ,AQ,EB,B28AB,10,GRAY,BLACK,BLACK,GRAY,AQ,EB,BLACK,0,GRAY,2HM,B,F,3,2,F,2,P,B,93833,,,20,27,17,23,22,32,23,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,U,2,1,4,4,2,F,4,5,X,2001,1993 SONATA 2.0 LITER,,4,3948,2934,128,SONATA GLS 4DR SEDAN,SONATA,SEDAN,GLS,AUTO,4DR  GLS  A,SONATA,GAS OR HYBRID,27,22,32,23,24-Oct-19,,HYUNDAI,2019,,1,HYUNDAI,1,,,OTH,0,0,,#,,#,,#,#,#,NC,,3,,F,C,,,,,,,,,,1,0,0,0,1,,,,,,0,0,1,0,1,1,1,1,1,1,0,OWNER,64,411,,OVER 66,SINGLE,OWNER / RENTER,RURAL,LOW,,,,,,,
